,Strategy A,Strategy B,Strategy C,Max Sharpe,Min Volatility
2023-08-02,3.89129187509837,3.1792450271062656,1.8329349763240939,3.851833036786076,1.5730834522594248
2023-08-03,3.8850552239086196,3.1721417573451203,1.8128681498370398,3.8448881218592468,1.550984226649622
2023-08-04,3.8668662270395986,3.1575427293117824,1.8207924796669432,3.8276873170136194,1.5630582983604158
2023-08-07,3.899606227979319,3.1846903735766423,1.8231603014979274,3.859445417745615,1.5606336856017933
2023-08-08,3.8664503643271626,3.1642268276741636,1.826872654890019,3.827363519368923,1.5676269724580931
2023-08-09,3.8239408133871637,3.136255748758186,1.8233236889246482,3.78587010792968,1.567425479035513
2023-08-10,3.8310075781308064,3.1397163498611427,1.8117094812647123,3.792218645067931,1.553396446583008
2023-08-11,3.8065832195688176,3.1287925751727372,1.809407962690485,3.7682007227374323,1.5510001994128517
2023-08-14,3.849300701865035,3.1549839710309837,1.8138072918225447,3.810002357660232,1.5529451695377015
2023-08-15,3.8084539570263862,3.119868027140724,1.7967074944961403,3.7697296268727976,1.5396312533796417
2023-08-16,3.768126557016989,3.091903230969652,1.7831737405623422,3.7299177995292117,1.5279117141481253
2023-08-17,3.726967431582721,3.0632367243966483,1.7719810419122137,3.6894155534780215,1.5191016644002397
2023-08-18,3.7222904267517016,3.0620518436844835,1.7749957238388343,3.6849542442505623,1.522393682105694
2023-08-21,3.7822616983752533,3.0966801217276383,1.7724603967546881,3.743291112635919,1.5156036564465105
2023-08-22,3.7768577397329612,3.0902740033414617,1.775020863035328,3.73825591501539,1.5202120371098644
2023-08-23,3.8364128262698816,3.1318478339446343,1.8044747446168086,3.7975027700863184,1.5486314721187908
2023-08-24,3.754406955996965,3.0766730700146434,1.7847102482257706,3.7168703135374335,1.533379743131099
2023-08-25,3.7835089641383637,3.0994422784611677,1.7945909405349638,3.745524660019601,1.5409797658006177
2023-08-28,3.8119878229595017,3.120934339307538,1.8021728669731223,3.773489129653102,1.5462410502904766
2023-08-29,3.895241281369724,3.177571031321921,1.8252899716784199,3.8554805052787944,1.5651258659138934
2023-08-30,3.91696414417186,3.1929752723901443,1.8290426287626216,3.876740741752078,1.5671076318920585
2023-08-31,3.928708558494913,3.1954255977972776,1.8307065073708797,3.888405205747174,1.5699709079557036
2023-09-01,3.9245505761189494,3.1967151753387815,1.8213476379521891,3.8837735738849877,1.5577334203353768
2023-09-05,3.9295406062939797,3.191839127524792,1.8064087238587383,3.888144613421774,1.542649401170039
2023-09-06,3.8949292231482993,3.1670538619285065,1.800899708236726,3.854310515048252,1.540114840298287
2023-09-07,3.8670738360216204,3.1508671965660855,1.7995800738224825,3.827112127912126,1.5403589936601882
2023-09-08,3.872479084160694,3.155442248239982,1.8039630003540013,3.832548251767577,1.5446597879506314
2023-09-11,3.918107283069764,3.184408006287165,1.8058817641844984,3.8770158301461946,1.5430457592143787
2023-09-12,3.8746618798396875,3.158018703717261,1.804101190332449,3.834648361785153,1.5441769338988005
2023-09-13,3.8894204928924094,3.16587431313743,1.8052100840881296,3.8491041193724262,1.5448051731715218
2023-09-14,3.9212249639162486,3.1924668704708625,1.8093371675339682,3.8800297588042243,1.5445788421482827
2023-09-15,3.854082155935457,3.1459029150503013,1.7918470583788235,3.8140038044155538,1.5310486999017057
2023-09-18,3.8580999055362963,3.148464956076423,1.7965639486482126,3.8181435776332577,1.5362825110663074
2023-09-19,3.8498764621785306,3.1418448398765677,1.789024770490723,3.809819317778487,1.5285837717256743
2023-09-20,3.794398764468653,3.104765451241752,1.7813925162012252,3.7555534836327586,1.524941987593032
2023-09-21,3.72486748607202,3.05066021557138,1.7454323830886822,3.686482491951672,1.4920134378227954
2023-09-22,3.725389087520641,3.047444122241774,1.748696903383569,3.6872632317933727,1.4971679830997673
2023-09-25,3.7430832399992835,3.0610887003872436,1.735895702742816,3.703769436557524,1.479585779858713
2023-09-26,3.686876331858763,3.0156201469174486,1.718180344647295,3.6485507006953104,1.4670331276264121
2023-09-27,3.69551596030316,3.0197551816542227,1.7150345309451702,3.6568406611877107,1.4630955587035472
2023-09-28,3.726429389050121,3.041139116481804,1.7230951455358168,3.687243476085202,1.4693610985368213
2023-09-29,3.729135075674517,3.0385528227316336,1.7206640322252171,3.6898914407025765,1.4678677491944845
2023-10-02,3.7602580476486747,3.050628189405472,1.7087317443025525,3.719804182293426,1.4540240363813866
2023-10-03,3.694266437920679,3.0034415047248437,1.680304720978143,3.6543966708855558,1.4280115578411827
2023-10-04,3.744540693737982,3.0348132318107517,1.6971281034933878,3.7041288144849007,1.443818615735038
2023-10-05,3.7335071145164176,3.0297704558489,1.6933606132067844,3.693150971489292,1.439586569135927
2023-10-06,3.796063827189374,3.0731391699231114,1.697216241683467,3.7540282798540563,1.437572062861561
