,Strategy A,Strategy B,Strategy C
2017-10-23,1.4761595014031708,1.3969831070855419,1.2192770519798455
2017-10-24,1.4786569342971538,1.399392319800288,1.2175387637481199
2017-10-25,1.4730618077568196,1.3932809264023636,1.2115944670108598
2017-10-26,1.4683652992869616,1.3919604384728241,1.2109168052568826
2017-10-27,1.5111295258415527,1.4179205506748882,1.2200619248533602
2017-10-30,1.514526382741501,1.4168731918268067,1.2220077516604084
2017-10-31,1.520221445282498,1.4206408348124528,1.2233070321636736
2017-11-01,1.5197222488404776,1.4213466013677065,1.22645617608258
2017-11-02,1.5168245883825497,1.4202676581800153,1.2289049405166848
2017-11-03,1.5314126654857532,1.4294682723455383,1.2327004417741871
2017-11-06,1.5366078868363382,1.4329992121781858,1.2356898940038905
2017-11-07,1.537507472029401,1.4329205339307618,1.237251625046073
2017-11-08,1.5437023757608097,1.4370259305147521,1.2374200098403558
2017-11-09,1.5356088492039055,1.4306522339099594,1.2333163888282594
2017-11-10,1.535508752016145,1.4303838073458683,1.2256479860665164
2017-11-13,1.5374073748416406,1.4319333143528294,1.2273590591188328
2017-11-14,1.531811764740013,1.4276644702323844,1.2289647419003253
2017-11-15,1.5246181457503674,1.4207392615574055,1.2306138998918872
2017-11-16,1.5441019585763631,1.4358563457889688,1.232612482133853
2017-11-17,1.5382067016598449,1.431005635237818,1.234094027860201
2017-11-20,1.5370074696518912,1.4316685504025495,1.2351619732534806
2017-11-21,1.5536933968335245,1.4441232866308733,1.241575046018017
2017-11-22,1.5555920196590198,1.444367000718592,1.2425226669169265
2017-11-24,1.5612875657613103,1.4486791039642206,1.2428764661677885
2017-11-27,1.5605880137566708,1.447993109460526,1.241798599424617
2017-11-28,1.5645841642864002,1.4571916585208116,1.2500241882271381
2017-11-29,1.53730727765388,1.4440459914265344,1.2446380900944642
2017-11-30,1.5501964427458161,1.4564207947562482,1.2495104606562921
2017-12-01,1.5436026009472454,1.4518118977555756,1.2546991886533874
2017-12-04,1.5258175389454194,1.4425700249659914,1.2540263722146874
2017-12-05,1.5268160930165582,1.4404476544871123,1.253815891079117
2017-12-06,1.5337102263784108,1.443836532538927,1.255693138165142
2017-12-07,1.5389059312902893,1.4485586592471595,1.2541350820953172
2017-12-08,1.5457004510256749,1.45570611086633,1.2582780878092066
2017-12-11,1.5576901921116453,1.4635448085509803,1.2595199394224945
2017-12-12,1.55559201965902,1.4638505122229,1.2606541435671201
2017-12-13,1.5585899384918063,1.46517893917136,1.2643597896472043
2017-12-14,1.5574903201103196,1.461668425442099,1.263404653408858
2017-12-15,1.5751756072985807,1.4760530539048358,1.271614276848745
2017-12-18,1.5883819885990722,1.48692083198202,1.2718158082656037
2017-12-19,1.578970273956006,1.4796604700692384,1.262285389225235
2017-12-20,1.5772686217640752,1.478475408609046,1.2562975069680526
2017-12-21,1.5774686549524988,1.4800914083841872,1.2607784881291295
2017-12-22,1.5756664220115137,1.4790525000687396,1.261268871960314
2017-12-26,1.5671559044324892,1.4741737353812447,1.2618599300411237
2017-12-27,1.5673557764338146,1.4746263808278453,1.2688027390799874
2017-12-28,1.5692584289367562,1.477038204854332,1.2699283766599163
2017-12-29,1.5595461003562123,1.4696827679281936,1.2678574199340644
2018-01-02,1.5868800472213689,1.4878216877176218,1.2678253426134432
2018-01-03,1.6022993661881497,1.4997555799673683,1.2750619436108153
2018-01-04,1.6051030545680347,1.5042282086022585,1.2782053073480921
2018-01-05,1.6212232150362382,1.5167939788500016,1.2818561314729855
2018-01-08,1.6275309497361372,1.5211315520342379,1.2829361566605892
2018-01-09,1.6276313692980935,1.5229000096753917,1.2778162991919493
2018-01-10,1.6238262254793085,1.5199548100299123,1.276024509365746
2018-01-11,1.6349403982497948,1.5307013700092666,1.283713368313565
2018-01-12,1.6469552845230289,1.5413152084576633,1.2896017564557358
2018-01-16,1.6422494272014958,1.5364788753137069,1.2891111636330084
2018-01-17,1.659971626235163,1.55209176763881,1.2957824460259084
2018-01-18,1.6602720789855427,1.5509279482775205,1.2896609143811153
